,FIA_latin,SPCD,QUEBEC_NAME,COMMON_NAME,GENUS,SPECIES,MERGED,SILVICS,SUCCESSIONAL_ID,VARIETY,SUBSPECIES,SPECIES_SYMBOL,E_SPGRPCD,W_SPGRPCD,MAJOR_SPGRPCD,STOCKING_SPGRPCD,FOREST_TYPE_SPGRPCD,EXISTS_IN_NCRS,EXISTS_IN_NERS,EXISTS_IN_PNWRS,EXISTS_IN_RMRS,EXISTS_IN_SRS,SITETREE,SFTWD_HRDWD,ST_EXISTS_IN_NCRS,ST_EXISTS_IN_NERS,ST_EXISTS_IN_PNWRS,ST_EXISTS_IN_RMRS,ST_EXISTS_IN_SRS,EAST,WEST,WOODLAND,MANUAL_START,MANUAL_END,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE,CORE,JENKINS_SPGRPCD,JENKINS_TOTAL_B1,JENKINS_TOTAL_B2,JENKINS_STEM_WOOD_RATIO_B1,JENKINS_STEM_WOOD_RATIO_B2,JENKINS_STEM_BARK_RATIO_B1,JENKINS_STEM_BARK_RATIO_B2,JENKINS_FOLIAGE_RATIO_B1,JENKINS_FOLIAGE_RATIO_B2,JENKINS_ROOT_RATIO_B1,JENKINS_ROOT_RATIO_B2,JENKINS_SAPLING_ADJUSTMENT,WOOD_SPGR_GREENVOL_DRYWT,WOOD_SPGR_GREENVOL_DRYWT_CIT,BARK_SPGR_GREENVOL_DRYWT,BARK_SPGR_GREENVOL_DRYWT_CIT,MC_PCT_GREEN_BARK,MC_PCT_GREEN_BARK_CIT,MC_PCT_GREEN_WOOD,MC_PCT_GREEN_WOOD_CIT,WOOD_SPGR_MC12VOL_DRYWT,WOOD_SPGR_MC12VOL_DRYWT_CIT,BARK_VOL_PCT,BARK_VOL_PCT_CIT,RAILE_STUMP_DOB_B1,RAILE_STUMP_DIB_B1,RAILE_STUMP_DIB_B2,FIA_genus,Species,Aggregate.species,Data.set.1,Data.set.2,Evergreen,Gymnosperm,Shade.tolerance,Drought.tolerance,Waterlogging.tolerance,Niinemets_genus,ContinuumRank
1,populus heterophylla,744,,swamp cottonwood,Populus,heterophylla,0.25,0.25,0,,,POHE4,37,37,3,36,118,X,X,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.69089,0.35,24,0.46,24,87.67,24,106.33,24,0.39,24,18.44,24,0.09658,0.91882,0.08593,populus,Populus heterophylla,N,North America,North America,N,N,1.24,2,4,populus,
2,populus deltoides,745,,plains cottonwood,Populus,deltoides,0,0,0,,monilifera,PODEM,37,44,3,36,118,X,,,X,X,X,H,,,,X,,E,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.37756,0.35,24,0.46,24,87.67,24,106.33,24,0.39,24,18.44,24,0.09658,0.91882,0.08593,populus,Populus deltoides,N,North America,North America,N,N,1.76,1.57,3.03,populus,
3,populus deltoides,742,PED,eastern cottonwood,Populus,deltoides,0,0,0,,,PODE3,37,44,3,36,118,X,X,,X,X,X,H,X,X,,X,X,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.69089,0.37,1,0.38,5,56.02632,22,116.56757,16,0.4,1,22,30,0.09658,0.91882,0.08593,populus,Populus deltoides,N,North America,North America,N,N,1.76,1.57,3.03,populus,
4,populus tremuloides,746,PET,quaking aspen,Populus,tremuloides,0,0,0,,,POTR5,37,44,3,32,119,X,X,X,X,X,X,H,X,X,X,X,,E,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.69089,0.35,1,0.5,5,101.92,18,128.94286,16,0.38,1,14.4,27,0.09658,0.91882,0.08593,populus,Populus tremuloides,N,North America,North America,N,N,1.21,1.77,1.77,populus,1
5,populus balsamifera,741,PEB,balsam poplar,Populus,balsamifera,0,0,0,,,POBA2,37,44,3,32,117,X,X,,X,X,X,H,X,,X,X,,E,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.69089,0.31,1,0.5,8,85.9,11,106.77419,5,0.34,1,22,21,0.09658,0.91882,0.08593,populus,Populus balsamifera,N,North America,North America,N,N,1.27,1.77,2.63,populus,
6,populus balsamifera,747,,black cottonwood,Populus,balsamifera,0,0,0,,trichocarpa,POBAT,37,44,4,36,137,X,,X,X,,X,H,,,X,X,,,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.37756,0.31,1,0.4,5,100.325,7,137.80645,5,0.35,1,16.3,27,0.09658,0.91882,0.08593,populus,Populus balsamifera,N,North America,North America,N,N,1.27,1.77,2.63,populus,
7,populus fremontii,748,,Fremont cottonwood,Populus,fremontii,0,NA,0,,,POFR2,37,44,4,36,118,,,X,X,X,X,H,,,,X,,,W,,1.7,NA,NA,2/24/2005,333,NA,9/29/2009,10497,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.37756,0.41,7,0.41,7,91.53659,22,56.34146,22,0.45,21,22,21,0.09658,0.91882,0.08593,populus,Populus fremontii,N,North America,North America,N,N,1.35,2.88,2.63,populus,
8,populus angustifolia,749,,narrowleaf cottonwood,Populus,angustifolia,0,NA,0,,,POAN3,37,44,3,36,118,X,,,X,X,X,H,,,,X,,,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.37756,0.35,24,0.46,24,87.67,24,106.33,24,0.39,24,18.44,24,0.09658,0.91882,0.08593,populus,Populus angustifolia,N,North America,North America,N,N,1.35,1.77,2.63,populus,
9,populus alba,752,,silver poplar,Populus,alba,0,NA,0,,,POAL7,37,37,3,36,118,X,X,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.69089,0.35,24,0.46,24,87.67,24,106.33,24,0.39,24,18.44,24,0.09658,0.91882,0.08593,populus,Populus alba,N,Europe,Europe,N,N,2.3,2.67,1.84,populus,
10,populus nigra,753,,Lombardy poplar,Populus,nigra,0,NA,0,,,PONI,37,44,3,36,146,X,X,X,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,8/10/2009,440,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.69089,0.35,24,0.46,24,87.67,24,106.33,24,0.39,24,18.44,24,0.09658,0.91882,0.08593,populus,Populus nigra,N,Europe,Europe,N,N,2.46,2.2,3.7,populus,
11,prunus serotina,762,CET,black cherry,Prunus,serotina,0.25,0.25,0,,,PRSE2,41,41,3,33,121,X,X,,,X,X,H,X,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.47,1,0.63,3,90.77778,22,53.44681,16,0.5,1,9.2,34,0.12766,0.91979,0.12152,prunus,Prunus serotina,N,North America,North America,N,N,2.46,3.02,1.06,prunus,3.5
12,prunus virginiana,763,PRV,chokecherry,Prunus,virginiana,0,NA,0,,,PRVI,43,47,4,25,221,X,X,X,,X,,H,,,,,,E,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,24,0.63,24,91,24,53,24,0.5,24,9.19,24,0.12766,0.91979,0.12152,prunus,Prunus virginiana,N,North America,North America,N,N,2.59,2.88,1.11,prunus,
13,prunus persica,764,,peach,Prunus,persica,0,NA,0,,,PRPE3,43,47,3,25,221,X,X,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,24,0.63,24,91,24,53,24,0.5,24,9.19,24,0.12766,0.91979,0.12152,prunus,Prunus persica,N,East Asia,East Asia,N,N,1.67,2.38,1.02,prunus,
14,prunus avium,771,,"sweet cherry, domesticated",Prunus,avium,0,NA,0,,,PRAV,43,47,3,33,221,X,X,X,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,24,0.63,24,91,24,53,24,0.5,24,9.19,24,0.12766,0.91979,0.12152,prunus,Prunus avium,N,Europe,Europe,N,N,3.33,2.66,1.19,prunus,
15,prunus cerasus,772,,"sour cherry, domesticated",Prunus,cerasus,0,NA,0,,,PRCE,43,47,3,33,221,X,X,X,,,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,24,0.63,24,91,24,53,24,0.5,24,9.19,24,0.12766,0.91979,0.12152,prunus,Prunus cerasus,N,Europe,Europe,N,N,2.66,3.11,1.04,prunus,
16,prunus domestica,773,,"European plum, domesticated",Prunus,domestica,0,NA,0,,,PRDO,43,47,3,33,221,X,X,X,,,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,24,0.63,24,91,24,53,24,0.5,24,9.19,24,0.12766,0.91979,0.12152,prunus,Prunus domestica,N,Europe,Europe,N,N,1.93,2.9,1.02,prunus,
17,prunus mahaleb,774,,"Mahaleb cherry, domesticated",Prunus,mahaleb,0,NA,0,,,PRMA,43,47,3,33,221,X,X,X,,,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,24,0.63,24,91,24,53,24,0.5,24,9.19,24,0.12766,0.91979,0.12152,prunus,Prunus mahaleb,N,Europe,Europe,N,N,2.29,4.31,1.2,prunus,
18,quercus agrifolia,801,,California live oak,Quercus,agrifolia,0.5,NA,0.5,,,QUAG,46,46,4,29,138,,,X,,,,H,,,,,,,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77351,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,quercus,Quercus agrifolia,N,North America,North America,Y,N,2,5,1,quercus,
19,quercus alba,802,CHB,white oak,Quercus,alba,0.5,0.5,0.5,,,QUAL,25,25,4,29,81,X,X,,,X,X,H,X,X,,,X,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.76989,0.6,1,0.56,5,88.875,17,68.26667,5,0.68,1,16,36,0.12798,0.92267,0.12506,quercus,Quercus alba,N,North America,North America,N,N,2.85,3.56,1.43,quercus,4
20,quercus bicolor,804,CHE,swamp white oak,Quercus,bicolor,0.5,0.5,0.5,,,QUBI,25,25,4,29,222,X,X,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.76989,0.64,1,0.55,22,89.4,22,57.75,5,0.72,1,16,21,0.12798,0.92267,0.12506,quercus,Quercus bicolor,N,North America,North America,N,N,2.98,3.35,2.58,quercus,
21,quercus chrysolepis,805,,canyon live oak,Quercus,chrysolepis,0.75,0.75,1,,,QUCH2,46,46,4,29,142,,,X,,,,H,,,,,,,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77351,0.7,7,0.64,6,90.29688,22,73.98571,5,0.74,21,16,21,0.12798,0.92267,0.12506,quercus,Quercus chrysolepis,N,North America,North America,Y,N,2.5,5,1,quercus,
22,quercus coccinea,806,,scarlet oak,Quercus,coccinea,0,0,0,,,QUCO2,28,28,4,29,82,X,X,,,X,X,H,X,X,,,X,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77993,0.6,1,0.71,3,48.97183,14,70.93333,5,0.67,1,22,21,0.12798,0.92267,0.12506,quercus,Quercus coccinea,N,North America,North America,N,N,2.07,4,1,quercus,
23,quercus douglasii,807,,blue oak,Quercus,douglasii,0.25,0.25,0.5,,,QUDO,46,46,4,29,134,,,X,,,,H,,,,,,,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77351,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,quercus,Quercus douglasii,N,North America,North America,N,N,2,5,1,quercus,
24,quercus emoryi,810,,Emory oak,Quercus,emoryi,0.5,NA,0.5,,,QUEM,48,48,4,38,210,,,,X,X,,H,,,,,,,W,X,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,quercus,Quercus emoryi,N,North America,North America,Y,N,3,4,1,quercus,
25,quercus falcata,812,,southern red oak,Quercus,falcata,0.5,0.5,0.5,,,QUFA,28,28,4,29,88,X,X,,,X,X,H,,X,,,X,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77993,0.52,1,0.68,3,48.47059,14,97.23077,5,0.59,1,22,36,0.12798,0.92267,0.12506,quercus,Quercus falcata,N,North America,North America,N,N,2.5,5,1.65,quercus,
26,quercus pagoda,813,,cherrybark oak,Quercus,pagoda,0.25,0.25,0,,,QUPA5,26,26,4,29,87,X,X,,,X,X,H,,X,,,X,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.81068,0.61,1,0.63,6,90.77778,17,68.13115,5,0.69,1,22,21,0.12798,0.92267,0.12506,quercus,Quercus pagoda,N,North America,North America,N,N,2.24,2.5,2.09,quercus,
27,quercus gambelii,814,,Gambel oak,Quercus,gambelii,0.5,NA,0.5,,,QUGA,48,48,4,38,158,,,,X,X,,H,,,,,,,W,X,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.61,10,0.63,22,65.61208,22,65.5082,5,0.63,21,22,21,0.12798,0.92267,0.12506,quercus,Quercus gambelii,N,North America,North America,N,N,2.09,4.97,1.27,quercus,
28,quercus garryana,815,,Oregon white oak,Quercus,garryana,0.25,0.25,0,,,QUGA4,46,46,4,29,140,,,X,,,,H,,,,,,,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77351,0.64,11,0.63,7,65.34921,22,57.75,5,0.72,11,16,21,0.12798,0.92267,0.12506,quercus,Quercus garryana,N,North America,North America,N,N,2.4,5,2,quercus,
29,quercus imbricaria,817,,shingle oak,Quercus,imbricaria,0.5,NA,0.5,,,QUIM,28,28,4,29,202,X,X,,,X,X,H,X,X,,,X,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77993,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,quercus,Quercus imbricaria,N,North America,North America,N,N,2.09,3.85,2.43,quercus,
30,quercus kelloggii,818,,California black oak,Quercus,kelloggii,0.25,0.25,0,,,QUKE,46,46,4,29,139,,,X,,,,H,,,,,,,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77351,0.51,15,0.45,6,88.75556,22,101.09804,5,0.55,21,22,21,0.12798,0.92267,0.12506,quercus,Quercus kelloggii,N,North America,North America,N,N,1.55,4.33,1,quercus,
31,quercus laevis,819,,turkey oak,Quercus,laevis,0.25,0.25,0,,,QULA2,43,43,4,29,89,,,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,quercus,Quercus laevis,N,North America,North America,N,N,2,5,1,quercus,
32,quercus laurifolia,820,,laurel oak,Quercus,laurifolia,0.75,0.75,1,,,QULA3,28,28,4,29,201,,X,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77993,0.56,1,0.5,22,121.16,13,83.14286,5,0.63,1,16,21,0.12798,0.92267,0.12506,quercus,Quercus laurifolia,N,North America,North America,N,N,3.34,3,2.59,quercus,
33,quercus lobata,821,,California white oak,Quercus,lobata,0.5,NA,0.5,,,QULO,46,46,4,29,226,,,X,,,,H,,,,,,,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77351,0.55,7,0.55,7,89.4,22,83.56364,5,0.58,21,16,21,0.12798,0.92267,0.12506,quercus,Quercus lobata,N,North America,North America,N,N,3,3,1,quercus,
34,quercus lyrata,822,,overcup oak,Quercus,lyrata,0.5,0.5,0.5,,,QULY,27,27,4,29,128,X,X,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.72243,0.57,1,0.51,6,88.52941,22,77.12281,5,0.63,1,22,21,0.12798,0.92267,0.12506,quercus,Quercus lyrata,N,North America,North America,N,N,2.97,1,4.58,quercus,
35,quercus macrocarpa,823,CHG,bur oak,Quercus,macrocarpa,0.5,0.5,0.5,,,QUMA2,25,47,4,29,83,X,X,,X,X,,H,X,,,X,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.76989,0.58,1,0.54,3,89.92593,22,74.06897,5,0.64,1,16,21,0.12798,0.92267,0.12506,quercus,Quercus macrocarpa,N,North America,North America,N,N,2.71,3.85,1.82,quercus,1
36,quercus marilandica,824,,blackjack oak,Quercus,marilandica,0.5,NA,0.5,,,QUMA3,28,28,4,29,206,X,X,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77993,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,quercus,Quercus marilandica,N,North America,North America,N,N,3,4,1,quercus,
37,quercus muehlenbergii,826,,chinkapin oak,Quercus,muehlenbergii,0.25,0.25,0,,,QUMU,25,47,4,29,207,X,X,X,X,X,,H,X,,X,X,,E,,,1.7,NA,NA,2/24/2005,333,NA,10/9/2009,440,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.76989,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,quercus,Quercus muehlenbergii,N,North America,North America,N,N,2.22,4.97,1.26,quercus,
38,quercus nigra,827,,water oak,Quercus,nigra,0.25,0.25,0,,,QUNI,28,28,4,29,204,X,X,,,X,X,H,,X,,,X,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77993,0.56,1,0.62,6,73.17742,13,83.14286,5,0.63,1,16,21,0.12798,0.92267,0.12506,quercus,Quercus nigra,N,North America,North America,N,N,2.24,3,2.47,quercus,
39,quercus palustris,830,,pin oak,Quercus,palustris,0.25,0.25,0,,,QUPA2,28,28,4,29,205,X,X,,,X,X,H,X,X,,,X,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77993,0.58,1,0.6,6,89.63333,17,76.82759,5,0.63,1,22,21,0.12798,0.92267,0.12506,quercus,Quercus palustris,N,North America,North America,N,N,2.49,2.38,3.49,quercus,
40,quercus phellos,831,,willow oak,Quercus,phellos,0.25,0.25,0,,,QUPH,28,28,4,29,125,X,X,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77993,0.56,1,0.59,3,90.13559,22,83.14286,5,0.69,1,16,21,0.12798,0.92267,0.12506,quercus,Quercus phellos,N,North America,North America,N,N,2,1,2.89,quercus,
41,populus grandidentata,743,PEG,bigtooth aspen,Populus,grandidentata,0,0,0,,,POGR4,37,37,3,32,119,X,X,,,X,X,H,X,X,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,6,-2.2094,2.3867,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.69089,0.36,1,0.59,3,90.13559,22,91.41667,5,0.39,1,14.4,21,0.09658,0.91882,0.08593,populus,Populus grandidentata,N,North America,North America,N,N,1.21,2.5,2,populus,1.5
42,quercus prinus,832,,chestnut oak,Quercus,prinus,0.5,0.5,0.5,,,QUPR2,27,27,4,29,84,X,X,,,X,X,H,,X,,,X,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.72243,0.57,1,0.54,3,60.25926,14,77.12281,5,0.66,1,23,36,0.12798,0.92267,0.12506,quercus,Quercus prinus,N,North America,North America,N,N,2.85,3.5,1,quercus,
43,quercus rubra,833,CHR,northern red oak,Quercus,rubra,0.5,NA,0.5,,,QURU,26,26,4,29,85,X,X,,,X,X,H,X,X,,,X,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.81068,0.56,1,0.68,5,90.89706,17,83.14286,5,0.63,1,20,35,0.12798,0.92267,0.12506,quercus,Quercus rubra,N,North America,North America,N,N,2.75,2.88,1.12,quercus,6
44,quercus shumardii,834,,Shumard oak,Quercus,shumardii,0.5,NA,0.5,,,QUSH,26,26,4,29,87,X,X,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.81068,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,quercus,Quercus shumardii,N,North America,North America,N,N,2.35,4.65,1.49,quercus,
45,quercus stellata,835,,post oak,Quercus,stellata,0.25,0.25,0,,,QUST,27,27,4,29,86,X,X,,,X,X,H,X,X,,,X,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.72243,0.6,1,0.51,3,88.52941,17,70.93333,5,0.67,1,22,21,0.12798,0.92267,0.12506,quercus,Quercus stellata,N,North America,North America,N,N,2.16,4.5,1.5,quercus,
46,quercus velutina,837,,black oak,Quercus,velutina,0.5,0.5,0.5,,,QUVE,28,28,4,29,120,X,X,,,X,X,H,X,X,,,X,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77993,0.56,1,0.6,3,89.63333,17,83.14286,5,0.61,1,18.5,34,0.12798,0.92267,0.12506,quercus,Quercus velutina,N,North America,North America,N,N,2.72,3,1.07,quercus,2
47,quercus virginiana,838,,live oak,Quercus,virginiana,0.5,0.5,0.5,,,QUVI,27,27,4,29,203,,,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.72243,0.8,1,0.51,6,88.52941,22,52.2375,5,0.88,1,16,21,0.12798,0.92267,0.12506,quercus,Quercus virginiana,N,North America,North America,Y,N,2.24,4.5,2.59,quercus,
48,quercus wislizeni,839,,interior live oak,Quercus,wislizeni,0.5,NA,0.5,,,QUWI2,46,46,4,29,225,,,X,,,,H,,,,,,,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77351,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,quercus,Quercus wislizeni,N,North America,North America,Y,N,2.5,4,1.5,quercus,
