,FIA_latin,SPCD,QUEBEC_NAME,COMMON_NAME,GENUS,SPECIES,MERGED,SILVICS,SUCCESSIONAL_ID,VARIETY,SUBSPECIES,SPECIES_SYMBOL,E_SPGRPCD,W_SPGRPCD,MAJOR_SPGRPCD,STOCKING_SPGRPCD,FOREST_TYPE_SPGRPCD,EXISTS_IN_NCRS,EXISTS_IN_NERS,EXISTS_IN_PNWRS,EXISTS_IN_RMRS,EXISTS_IN_SRS,SITETREE,SFTWD_HRDWD,ST_EXISTS_IN_NCRS,ST_EXISTS_IN_NERS,ST_EXISTS_IN_PNWRS,ST_EXISTS_IN_RMRS,ST_EXISTS_IN_SRS,EAST,WEST,WOODLAND,MANUAL_START,MANUAL_END,CREATED_BY,CREATED_DATE,CREATED_IN_INSTANCE,MODIFIED_BY,MODIFIED_DATE,MODIFIED_IN_INSTANCE,CORE,JENKINS_SPGRPCD,JENKINS_TOTAL_B1,JENKINS_TOTAL_B2,JENKINS_STEM_WOOD_RATIO_B1,JENKINS_STEM_WOOD_RATIO_B2,JENKINS_STEM_BARK_RATIO_B1,JENKINS_STEM_BARK_RATIO_B2,JENKINS_FOLIAGE_RATIO_B1,JENKINS_FOLIAGE_RATIO_B2,JENKINS_ROOT_RATIO_B1,JENKINS_ROOT_RATIO_B2,JENKINS_SAPLING_ADJUSTMENT,WOOD_SPGR_GREENVOL_DRYWT,WOOD_SPGR_GREENVOL_DRYWT_CIT,BARK_SPGR_GREENVOL_DRYWT,BARK_SPGR_GREENVOL_DRYWT_CIT,MC_PCT_GREEN_BARK,MC_PCT_GREEN_BARK_CIT,MC_PCT_GREEN_WOOD,MC_PCT_GREEN_WOOD_CIT,WOOD_SPGR_MC12VOL_DRYWT,WOOD_SPGR_MC12VOL_DRYWT_CIT,BARK_VOL_PCT,BARK_VOL_PCT_CIT,RAILE_STUMP_DOB_B1,RAILE_STUMP_DIB_B1,RAILE_STUMP_DIB_B2,FIA_genus,Species,Aggregate.species,Data.set.1,Data.set.2,Evergreen,Gymnosperm,Shade.tolerance,Drought.tolerance,Waterlogging.tolerance,Niinemets_genus,ContinuumRank
268,prunus americana,766,,American plum,Prunus,americana,0,NA,0,,,PRAM,43,43,4,25,221,X,X,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,24,0.63,24,91,24,53,24,0.5,24,9.19,24,0.12766,0.91979,0.12152,prunus,NA,NA,NA,NA,NA,NA,NA,1.8,NA,NA,
269,prunus emarginata,768,,bitter cherry,Prunus,emarginata,0,NA,0,,,PREM,47,47,4,25,221,,,X,,,,H,,,,,,,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.47,24,0.63,24,91,24,53,24,0.5,24,9.19,24,0.12766,0.91979,0.12152,prunus,NA,NA,NA,NA,NA,NA,NA,3.2,NA,NA,
270,prunus alleghaniensis,769,BOJ,Allegheny plum,Prunus,alleghaniensis,0,NA,0,,,PRAL5,43,47,3,33,221,X,X,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,24,0.63,24,91,24,53,24,0.5,24,9.19,24,0.12766,0.91979,0.12152,prunus,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,
271,prunus angustifolia,770,,Chickasaw plum,Prunus,angustifolia,0,NA,0,,,PRAN3,43,47,3,33,221,X,X,,,X,,H,,,,,,E,W,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.47,24,0.63,24,91,24,53,24,0.5,24,9.19,24,0.12766,0.91979,0.12152,prunus,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,
272,pinus torreyana,139,,Torrey pine,Pinus,torreyana,0,NA,0,,,PITO,24,24,1,10,40,,,X,,,,S,,,,,,,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,4,-2.5356,2.4349,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.45789,0.43,24,0.4,24,68.38,24,76.13,24,0.47,24,16.13,24,0.08091,0.90698,0.08469,pinus,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,
273,pinus cembroides,140,,Mexican pinyon pine,Pinus,cembroides,0,NA,0,,,PICE,23,23,1,38,162,,,,X,X,,S,,,,,,,W,X,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,10,-0.7152,1.7029,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.35166,0.43,24,0.4,24,68.38,24,76.13,24,0.47,24,16.13,24,0.12798,0.92267,0.12506,pinus,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,
274,pinus remota,141,,Papershell pinyon pine,Pinus,remota,0,NA,0,,,PIRE5,23,23,1,38,162,,,,,X,,S,,,,,,E,,X,4,NA,NA,6/7/2007,333,NA,3/19/2008,333,N,10,-0.7152,1.7029,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.35166,0.43,24,0.4,24,68.38,24,76.13,24,0.47,24,16.13,24,0.12798,0.92267,0.12506,pinus,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,
275,pinus longaeva,142,,Great Basin bristlecone pine,Pinus,longaeva,0,NA,0,,,PILO,24,24,1,10,20,,,X,X,,,S,,,,X,,,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,4,-2.5356,2.4349,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.45789,0.43,24,0.4,24,68.38,24,76.13,24,0.47,24,16.13,24,0.08091,0.90698,0.08469,pinus,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,
276,quercus spp.,800,,oak spp,Quercus,spp.,0.5,NA,0.5,,,QUERC,42,48,4,37,221,X,X,X,,X,,H,,,,,,E,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185,0.59,23,0.58,23,83,23,75.27,23,0.66,23,19.12,21,0.12798,0.92267,0.12506,quercus,NA,NA,NA,NA,NA,NA,NA,3.77,NA,NA,
277,pinus elliottii,144,,Honduras pine,Pinus,elliottii,0.25,0.25,0,elliottii,,PIELE2,9,24,1,7,228,,,,,X,,S,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,4,-2.5356,2.4349,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.63086,0.43,24,0.4,24,68.38,24,76.13,24,0.47,24,16.13,24,0.08091,0.90698,0.08469,pinus,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,
278,pseudotsuga spp.,200,,Douglas-fir spp.,Pseudotsuga,spp.,0.5,NA,0.5,,,PSEUD7,9,10,2,15,220,X,,X,,,,S,,,,,,,W,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,2,-2.2304,2.4435,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.63086,0.45,23,0.44,23,89,23,35,23,0.48,23,17.34,21,0.12667,0.914,0.11975,pseudotsuga,NA,NA,NA,NA,NA,NA,NA,2.9,NA,NA,
279,quercus arizonica,803,,Arizona white oak,Quercus,arizonica,0.5,NA,0.5,,,QUAR,48,48,4,38,210,,,,X,X,,H,,,,,,,W,X,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,quercus,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,
280,avicennia germinans,986,,black-mangrove,Avicennia,germinans,0.5,NA,0.5,,,AVGE,43,47,4,37,149,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,avicennia,NA,NA,NA,NA,NA,NA,NA,1.3,NA,NA,
281,conocarpus erectus,987,,buttonwood-mangrove,Conocarpus,erectus,0.5,NA,0.5,,,COER2,43,47,4,37,149,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,conocarpus,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,
282,laguncularia racemosa,988,,white-mangrove,Laguncularia,racemosa,0.5,NA,0.5,,,LARA2,43,47,4,37,149,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,laguncularia,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,
283,rhizophora mangle,989,,American mangrove,Rhizophora,mangle,0.5,NA,0.5,,,RHMA2,43,43,4,37,149,,,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,rhizophora,NA,NA,NA,NA,NA,NA,NA,1.2,NA,NA,
284,quercus sinuata,808,,Durand oak,Quercus,sinuata,0.5,NA,0.5,sinuata,,QUSIS,25,25,4,29,89,,,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.76989,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,quercus,NA,NA,NA,NA,NA,NA,NA,2.4,NA,NA,
285,quercus ellipsoidalis,809,,northern pin oak,Quercus,ellipsoidalis,0.5,NA,0.5,,,QUEL,28,28,4,29,211,X,X,,,X,,H,X,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77993,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,quercus,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
286,melaleuca quinquenervia,992,,melaleuca,Melaleuca,quinquenervia,0.25,0.25,0,,,MEQU,41,47,3,1,145,,,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,melaleuca,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,
287,quercus engelmannii,811,,Engelmann oak,Quercus,engelmannii,0.5,NA,0.5,,,QUEN,46,46,4,38,210,,,X,,,,H,,,,,,,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77351,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,quercus,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,
288,triadica sebifera,994,,Chinese tallowtree,Triadica,sebifera,0.5,NA,0.5,,,TRSE6,43,43,4,37,146,,,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,triadica,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,
289,vernicia fordii,995,,tungoil tree,Vernicia,fordii,0.5,NA,0.5,,,VEFO,43,43,4,37,146,,,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,vernicia,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,
290,thuja spp.,240,,thuja spp.,Thuja,spp.,1,NA,1,,,THUJA,9,24,2,16,220,X,,X,,,,S,,,,,,E,W,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,1,-2.0336,2.2592,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.63086,0.3,23,0.4,23,73.5,23,69.5,23,0.32,23,12.47,21,0.12667,0.914,0.11975,thuja,NA,NA,NA,NA,NA,NA,NA,2.6,NA,NA,
291,casuarina lepidophloia,857,,belah,Casuarina,lepidophloia,0.25,0.25,0,,,CALE28,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,casuarina,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,
292,juniperus californica,62,,California juniper,Juniperus,californica,0,NA,0,,,JUCA7,23,23,2,38,161,,,X,X,,,S,,,,,,,W,X,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,10,-0.7152,1.7029,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.35166,0.45,24,0.4,24,60,24,36.25,24,0.47,24,12,24,0.12798,0.92267,0.12506,juniperus,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,
293,citharexylum fruticosum,859,,Florida fiddlewood,Citharexylum,fruticosum,0.5,NA,0.5,,,CIFR,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,citharexylum,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,
294,gleditsia spp.,550,,honeylocust spp.,Gleditsia,spp.,0.5,NA,0.5,,,GLEDI,42,47,4,37,221,X,X,X,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.93185,0.6,25,0.5,25,89,25,60,25,0.65,25,15,25,0.12766,0.91979,0.12152,gleditsia,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,
295,coccoloba diversifolia,863,,"tietongue, pigeon-plum",Coccoloba,diversifolia,0.5,NA,0.5,,,CODI8,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,coccoloba,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,
296,crataegus uniflora,5093,,dwarf hawthorn,Crataegus,uniflora,0.5,NA,0.5,,,CRUN,43,47,4,29,101,X,X,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,crataegus,NA,NA,NA,NA,NA,NA,NA,4.5,NA,NA,
297,cordia sebestena,865,,largeleaf geigertree,Cordia,sebestena,0,NA,0,,,COSE2,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,cordia,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
298,persea americana,7211,,avocado,Persea,americana,0.5,NA,0.5,,,PEAM3,43,47,3,37,146,,,,,X,,H,,,,,,,W,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,persea,NA,NA,NA,NA,NA,NA,NA,2.7,NA,NA,
299,quercus gravesii,8511,,Graves oak,Quercus,gravesii,0.5,NA,0.5,,,QUGR2,26,26,4,29,221,,,,,X,,H,,,,,,E,,,4,NA,NA,6/7/2007,333,NA,3/19/2008,333,N,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,quercus,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,
300,quercus polymorpha,8512,,Mexican white oak,Quercus,polymorpha,0.5,NA,0.5,,,QUPO2,26,26,4,29,221,,,,,X,,H,,,,,,E,,,4,NA,NA,6/7/2007,333,NA,3/19/2008,333,N,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,quercus,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,
301,quercus michauxii,825,,swamp chestnut oak,Quercus,michauxii,0.25,0.25,0,,,QUMI,25,25,4,29,87,X,X,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.76989,0.6,1,0.51,6,88.52941,22,68.26667,5,0.67,1,23,21,0.12798,0.92267,0.12506,quercus,NA,NA,NA,NA,NA,NA,NA,3.5,NA,NA,
302,quercus laceyi,8514,,Lacey oak,Quercus,laceyi,0.5,NA,0.5,,,QULA,26,26,4,29,221,,,,,X,,H,,,,,,E,,,4,NA,NA,6/7/2007,333,NA,3/19/2008,333,N,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,quercus,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,
303,cordia boissieri,8651,,Anacahuita Texas Olive,Cordia,boissieri,0.5,NA,0.5,,,COBO2,27,27,4,29,203,,,,,X,,H,,,,,,E,,,4,NA,NA,6/7/2007,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,cordia,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,
304,quercus texana,828,,Texas red oak,Quercus,texana,0.5,NA,0.5,,,QUTE,28,28,4,29,143,X,,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.77993,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,quercus,NA,NA,NA,NA,NA,NA,NA,4.7,NA,NA,
305,quercus oblongifolia,829,,Mexican blue oak,Quercus,oblongifolia,0.5,NA,0.5,,,QUOB,48,48,4,38,210,,,,X,X,,H,,,,,,,W,X,1.7,NA,NA,2/24/2005,333,NA,8/10/2009,440,Y,10,-0.7152,1.7029,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.65075,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,quercus,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,
306,ficus citrifolia,877,,"wild banyantree, shortleaf fig",Ficus,citrifolia,0.5,NA,0.5,,,FICI,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,ficus,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
307,abies bracteata,14,,Santa Lucia or bristlecone fir,Abies,bracteata,1,NA,1,,,ABBR,12,12,2,18,2,,,X,,,,S,,,,,,,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,3,-2.5384,2.4814,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.60193,0.36,24,0.49,24,62.43,24,84,24,0.38,24,11.76,24,0.12667,0.914,0.11975,abies,NA,NA,NA,NA,NA,NA,NA,4.8,NA,NA,
308,juglans hindsii,603,,northern California black walnut,Juglans,hindsii,0,NA,0,,,JUHI,47,47,4,30,221,,,X,,,,H,,,,,,,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.44,24,0.37,24,88.5,24,92,24,0.47,24,15,24,0.12766,0.91979,0.12152,juglans,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,
309,juglans californica,604,,southern California black walnut,Juglans,californica,0,NA,0,,,JUCA,47,47,4,30,221,,,X,,,,H,,,,,,,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.96395,0.44,24,0.37,24,88.5,24,92,24,0.47,24,15,24,0.12766,0.91979,0.12152,juglans,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,
310,juglans microcarpa,605,,Texas walnut,Juglans,microcarpa,0,NA,0,,,JUMI,41,47,4,30,221,X,,,,X,,H,,,,,,E,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.79248,0.44,24,0.37,24,88.5,24,92,24,0.47,24,15,24,0.12766,0.91979,0.12152,juglans,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,
311,metopium toxiferum,886,,Florida poisontree,Metopium,toxiferum,0.5,NA,0.5,,,METO3,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,metopium,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,
312,piscidia piscipula,887,,fishpoison tree,Piscidia,piscipula,0.5,NA,0.5,,,PIPI3,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,piscidia,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,
313,quercus similis,836,,Delta post oak,Quercus,similis,0.5,NA,0.5,,,QUSI2,27,27,4,29,87,,,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.72243,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,quercus,NA,NA,NA,NA,NA,NA,NA,2.8,NA,NA,
314,abies shastensis,21,,Shasta red fir,Abies,shastensis,1,NA,1,,,ABSH,12,12,2,18,5,,,X,X,,X,S,,,X,X,,,W,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,3,-2.5384,2.4814,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.60193,0.36,24,0.49,24,62.43,24,84,24,0.38,24,11.76,24,0.12667,0.914,0.11975,abies,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,
315,sideroxylon salicifolium,891,,"white bully, willow bustic",Sideroxylon,salicifolium,0.5,NA,0.5,,,SISA6,43,47,3,37,227,,,,,X,,H,,,,,,E,,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,8,-2.48,2.4835,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.84031,0.52,26,0.53,26,80.49,26,75.13,26,0.58,26,15.16,26,0.12766,0.91979,0.12152,sideroxylon,NA,NA,NA,NA,NA,NA,NA,2.5,NA,NA,
316,chamaecyparis spp.,40,,white-cedar spp.,Chamaecyparis,spp.,1,NA,1,,,CHAMA4,9,24,2,20,220,,X,X,,,,S,,,,,,E,W,,2,NA,NA,2/24/2005,333,NA,3/19/2008,333,N,1,-2.0336,2.2592,-0.3737,-1.8055,-2.098,-1.1432,-2.9584,4.4766,-1.5619,0.6614,0.63086,0.37,23,0.4,23,92,23,77.33,23,0.4,23,11.58,21,0.12667,0.914,0.11975,chamaecyparis,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,
317,quercus margarettiae,840,,dwarf post oak,Quercus,margarettiae,0.5,NA,0.5,,,QUMA6,27,27,4,29,86,X,,,,X,,H,,,,,,E,,,1.7,NA,NA,2/24/2005,333,NA,3/19/2008,333,Y,9,-2.0127,2.4342,-0.3065,-5.424,-2.0129,-1.6805,-4.0813,5.8816,-1.6911,0.816,0.72243,0.59,24,0.58,24,83,24,75.27,24,0.66,24,19.12,24,0.12798,0.92267,0.12506,quercus,NA,NA,NA,NA,NA,NA,NA,4.9,NA,NA,
